break_id,account_id,business_date,ticker,break_category,internal_value,custodian_value,variance,dollar_exposure,injection_id
4219,6,2023-08-15,,CASH_BALANCE_BREAK,-1169.65,-1185.15,15.5,15.5,6
4220,1,2021-09-29,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
4221,2,2021-04-05,,CASH_BALANCE_BREAK,-1584.47,-1586.97,2.5,2.5,1
4222,1,2021-07-14,,CASH_BALANCE_BREAK,-592.19,-1592.19,1000.0,1000.0,0
4223,6,2022-01-31,,CASH_BALANCE_BREAK,-672.7,-688.2,15.5,15.5,6
4224,2,2022-06-24,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
4225,2,2023-01-30,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
4226,6,2024-01-08,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4227,5,2022-05-14,,CASH_BALANCE_BREAK,3201.34,3451.34,-250.0,250.0,4
4228,2,2024-02-28,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4229,2,2024-03-15,,CASH_BALANCE_BREAK,222.39,219.89,2.5,2.5,1
4230,1,2021-09-13,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
4231,6,2024-02-09,,CASH_BALANCE_BREAK,-77.24,-92.74,15.5,15.5,6
4232,5,2024-02-14,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
4233,2,2024-02-23,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4234,6,2022-04-18,,CASH_BALANCE_BREAK,-2440.99,-2456.49,15.5,15.5,6
4235,2,2024-01-28,,CASH_BALANCE_BREAK,-556.1,-558.6,2.5,2.5,1
4236,6,2024-03-09,,CASH_BALANCE_BREAK,104.96,89.46,15.5,15.5,6
4237,1,2024-02-05,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4238,2,2024-02-15,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4239,2,2024-03-02,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4240,5,2022-10-01,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
4241,6,2022-11-13,,CASH_BALANCE_BREAK,-1484.66,-1500.16,15.5,15.5,6
4242,1,2022-10-03,,CASH_BALANCE_BREAK,-1358.81,-2358.81,1000.0,1000.0,0
4243,1,2022-12-29,,CASH_BALANCE_BREAK,-1255.61,-2255.61,1000.0,1000.0,0
4244,5,2024-05-06,,CASH_BALANCE_BREAK,7560.0,7810.0,-250.0,250.0,4
4245,6,2024-05-06,,CASH_BALANCE_BREAK,1184.75,1169.25,15.5,15.5,6
4246,1,2024-03-13,,CASH_BALANCE_BREAK,-1898.72,-2898.72,1000.0,1000.0,0
4247,1,2024-04-24,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
4248,5,2024-04-23,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
4249,5,2023-12-31,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4250,5,2024-01-16,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4251,6,2024-02-11,,CASH_BALANCE_BREAK,-77.24,-92.74,15.5,15.5,6
4252,2,2024-01-15,,CASH_BALANCE_BREAK,-556.1,-558.6,2.5,2.5,1
4253,5,2023-02-28,,CASH_BALANCE_BREAK,5626.14,5876.14,-250.0,250.0,4
4254,6,2022-08-11,,CASH_BALANCE_BREAK,-1584.25,-1599.75,15.5,15.5,6
4255,5,2022-10-03,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
4256,1,2023-04-18,,CASH_BALANCE_BREAK,-2787.46,-3787.46,1000.0,1000.0,0
4257,5,2023-02-01,,CASH_BALANCE_BREAK,5610.48,5860.48,-250.0,250.0,4
4258,6,2023-02-01,,CASH_BALANCE_BREAK,-1715.32,-1730.82,15.5,15.5,6
4259,5,2022-11-14,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
4260,1,2023-12-31,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4261,6,2024-01-15,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4262,2,2024-01-23,,CASH_BALANCE_BREAK,-556.1,-558.6,2.5,2.5,1
4263,5,2024-01-23,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
4264,6,2023-08-29,,CASH_BALANCE_BREAK,-1465.26,-1480.76,15.5,15.5,6
4265,5,2023-09-11,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
4266,1,2023-09-28,,CASH_BALANCE_BREAK,-1045.14,-2045.14,1000.0,1000.0,0
4267,5,2023-12-15,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4268,2,2024-01-01,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4269,6,2023-12-28,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4270,1,2023-12-03,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4271,1,2023-12-27,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4272,5,2024-01-05,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4273,1,2024-01-17,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4274,5,2023-03-06,,CASH_BALANCE_BREAK,5626.14,5876.14,-250.0,250.0,4
4275,5,2024-01-24,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
4276,5,2024-02-01,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
4277,6,2023-12-07,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4278,1,2024-01-30,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4279,2,2024-03-26,,CASH_BALANCE_BREAK,222.39,219.89,2.5,2.5,1
4280,6,2022-02-26,,CASH_BALANCE_BREAK,-635.5,-651.0,15.5,15.5,6
4281,2,2024-03-13,,CASH_BALANCE_BREAK,-210.54,-213.04,2.5,2.5,1
4282,1,2024-01-09,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4283,1,2022-06-24,,CASH_BALANCE_BREAK,-1381.37,-2381.37,1000.0,1000.0,0
4284,1,2024-02-04,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4285,1,2024-03-05,,CASH_BALANCE_BREAK,-2093.25,-3093.25,1000.0,1000.0,0
4286,2,2024-03-05,,CASH_BALANCE_BREAK,-599.6,-602.1,2.5,2.5,1
4287,1,2024-03-15,,CASH_BALANCE_BREAK,-1035.88,-2035.88,1000.0,1000.0,0
4288,6,2024-03-27,,CASH_BALANCE_BREAK,-78.73,-94.23,15.5,15.5,6
4289,5,2022-02-08,,CASH_BALANCE_BREAK,1376.68,1626.68,-250.0,250.0,4
4290,1,2024-02-26,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4291,5,2024-03-16,,CASH_BALANCE_BREAK,6333.37,6583.37,-250.0,250.0,4
4292,6,2024-02-25,,CASH_BALANCE_BREAK,-89.71,-105.21,15.5,15.5,6
4293,1,2024-02-10,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4294,5,2022-09-12,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
4295,5,2022-10-30,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
4296,6,2022-10-30,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
4297,5,2024-02-21,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
4298,1,2022-10-31,,CASH_BALANCE_BREAK,-1358.81,-2358.81,1000.0,1000.0,0
4299,6,2024-01-18,,CASH_BALANCE_BREAK,-77.24,-92.74,15.5,15.5,6
4300,6,2024-02-22,,CASH_BALANCE_BREAK,-89.71,-105.21,15.5,15.5,6
4301,1,2022-04-18,,CASH_BALANCE_BREAK,-994.68,-1994.68,1000.0,1000.0,0
4302,5,2023-12-20,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4303,1,2024-01-28,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4304,2,2022-12-18,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
4305,6,2022-12-15,,CASH_BALANCE_BREAK,-1739.01,-1754.51,15.5,15.5,6
4306,1,2023-02-28,,CASH_BALANCE_BREAK,-1261.89,-2261.89,1000.0,1000.0,0
4307,1,2024-03-02,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4308,1,2024-03-04,,CASH_BALANCE_BREAK,-2093.25,-3093.25,1000.0,1000.0,0
4309,5,2022-11-12,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
4310,6,2023-02-27,,CASH_BALANCE_BREAK,-1823.87,-1839.37,15.5,15.5,6
4311,5,2023-03-01,,CASH_BALANCE_BREAK,5626.14,5876.14,-250.0,250.0,4
4312,2,2022-12-29,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
4313,5,2023-01-31,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
4314,2,2024-04-08,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
4315,5,2023-02-03,,CASH_BALANCE_BREAK,5610.48,5860.48,-250.0,250.0,4
4316,2,2022-11-12,,CASH_BALANCE_BREAK,-878.48,-880.98,2.5,2.5,1
4317,2,2024-02-16,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4318,6,2024-02-16,,CASH_BALANCE_BREAK,-89.71,-105.21,15.5,15.5,6
4319,5,2024-03-01,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
4320,1,2022-11-14,,CASH_BALANCE_BREAK,-1283.85,-2283.85,1000.0,1000.0,0
4321,2,2022-11-14,,CASH_BALANCE_BREAK,-878.48,-880.98,2.5,2.5,1
4322,1,2024-01-06,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4323,2,2024-01-07,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4324,5,2024-01-15,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4325,6,2023-02-17,,CASH_BALANCE_BREAK,-1823.87,-1839.37,15.5,15.5,6
4326,2,2023-02-21,,CASH_BALANCE_BREAK,-820.18,-822.68,2.5,2.5,1
4327,5,2022-09-06,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
4328,5,2023-04-16,,CASH_BALANCE_BREAK,5001.5,5251.5,-250.0,250.0,4
4329,2,2023-05-23,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
4330,2,2022-07-19,,CASH_BALANCE_BREAK,-699.26,-701.76,2.5,2.5,1
4331,2,2021-06-20,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
4332,1,2021-06-22,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
4333,2,2021-09-04,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
4334,1,2021-02-17,,CASH_BALANCE_BREAK,-919.27,-1919.27,1000.0,1000.0,0
4335,1,2021-06-25,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
4336,5,2022-05-25,,CASH_BALANCE_BREAK,3501.34,3751.34,-250.0,250.0,4
4337,1,2022-05-27,,CASH_BALANCE_BREAK,-1284.32,-2284.32,1000.0,1000.0,0
4338,2,2023-05-01,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
4339,6,2023-06-09,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
4340,5,2023-06-24,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
4341,1,2023-06-26,,CASH_BALANCE_BREAK,-2796.17,-3796.17,1000.0,1000.0,0
4342,6,2023-07-19,,CASH_BALANCE_BREAK,-1164.51,-1180.01,15.5,15.5,6
4343,6,2023-08-30,,CASH_BALANCE_BREAK,-1465.26,-1480.76,15.5,15.5,6
4344,5,2021-09-14,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
4345,2,2021-03-09,,CASH_BALANCE_BREAK,-1588.82,-1591.32,2.5,2.5,1
4346,1,2021-04-20,,CASH_BALANCE_BREAK,-1005.94,-2005.94,1000.0,1000.0,0
4347,1,2021-07-08,,CASH_BALANCE_BREAK,-592.19,-1592.19,1000.0,1000.0,0
4348,2,2021-07-08,,CASH_BALANCE_BREAK,-1266.11,-1268.61,2.5,2.5,1
4349,2,2024-01-16,,CASH_BALANCE_BREAK,-556.1,-558.6,2.5,2.5,1
4350,2,2023-11-03,,CASH_BALANCE_BREAK,-40.89,-43.39,2.5,2.5,1
4351,5,2023-11-04,,CASH_BALANCE_BREAK,6840.26,7090.26,-250.0,250.0,4
4352,6,2023-11-04,,CASH_BALANCE_BREAK,512.85,497.35,15.5,15.5,6
4353,2,2023-11-19,,CASH_BALANCE_BREAK,-556.12,-558.62,2.5,2.5,1
4354,2,2023-12-13,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4355,5,2023-12-24,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4356,5,2024-01-01,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
4357,1,2023-09-24,,CASH_BALANCE_BREAK,-1045.14,-2045.14,1000.0,1000.0,0
4358,1,2023-12-28,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4359,1,2023-02-10,,CASH_BALANCE_BREAK,-1267.32,-2267.32,1000.0,1000.0,0
4360,1,2023-08-05,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
4361,2,2024-01-05,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4362,2,2024-01-03,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4363,6,2024-01-17,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4364,6,2023-12-22,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4365,5,2022-07-02,,CASH_BALANCE_BREAK,4501.34,4751.34,-250.0,250.0,4
4366,2,2022-06-17,,CASH_BALANCE_BREAK,-520.25,-522.75,2.5,2.5,1
4367,6,2022-08-27,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
4368,1,2023-02-11,,CASH_BALANCE_BREAK,-1267.32,-2267.32,1000.0,1000.0,0
4369,2,2023-02-11,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
4370,2,2022-08-26,,CASH_BALANCE_BREAK,-783.61,-786.11,2.5,2.5,1
4371,1,2022-05-06,,CASH_BALANCE_BREAK,-1045.54,-2045.54,1000.0,1000.0,0
4372,1,2021-08-30,,CASH_BALANCE_BREAK,-680.19,-1680.19,1000.0,1000.0,0
4373,5,2022-03-12,,CASH_BALANCE_BREAK,1380.44,1630.44,-250.0,250.0,4
4374,6,2022-05-31,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
4375,2,2022-01-15,,CASH_BALANCE_BREAK,-1328.37,-1330.87,2.5,2.5,1
4376,1,2021-06-09,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
4377,1,2022-01-01,,CASH_BALANCE_BREAK,-1072.2,-2072.2,1000.0,1000.0,0
4378,2,2021-12-20,,CASH_BALANCE_BREAK,-1333.6,-1336.1,2.5,2.5,1
4379,5,2024-02-04,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
4380,5,2024-04-10,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
4381,1,2022-07-08,,CASH_BALANCE_BREAK,-1381.37,-2381.37,1000.0,1000.0,0
4382,2,2024-04-18,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
4383,2,2022-10-31,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
4384,5,2022-10-31,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
4385,5,2022-06-03,,CASH_BALANCE_BREAK,3501.34,3751.34,-250.0,250.0,4
4386,1,2024-02-14,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4387,6,2022-12-26,,CASH_BALANCE_BREAK,-1739.01,-1754.51,15.5,15.5,6
4388,1,2023-12-20,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4389,5,2022-12-18,,CASH_BALANCE_BREAK,5564.78,5814.78,-250.0,250.0,4
4390,2,2022-09-29,,CASH_BALANCE_BREAK,-890.06,-892.56,2.5,2.5,1
4391,6,2022-03-13,,CASH_BALANCE_BREAK,-635.26,-650.76,15.5,15.5,6
4392,2,2022-12-25,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
4393,1,2022-11-13,,CASH_BALANCE_BREAK,-1283.85,-2283.85,1000.0,1000.0,0
4394,6,2024-05-29,,CASH_BALANCE_BREAK,911.05,895.55,15.5,15.5,6
4395,5,2022-08-19,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
4396,2,2023-08-10,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
4397,5,2022-05-15,,CASH_BALANCE_BREAK,3201.34,3451.34,-250.0,250.0,4
4398,6,2023-11-25,,CASH_BALANCE_BREAK,156.82,141.32,15.5,15.5,6
4399,5,2024-04-29,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
4400,5,2023-11-17,,CASH_BALANCE_BREAK,6496.48,6746.48,-250.0,250.0,4
4401,2,2022-03-27,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
4402,5,2024-05-18,,CASH_BALANCE_BREAK,7933.08,8183.08,-250.0,250.0,4
4403,2,2022-07-04,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
4404,2,2024-05-20,,CASH_BALANCE_BREAK,819.99,817.49,2.5,2.5,1
4405,5,2024-05-20,,CASH_BALANCE_BREAK,7933.08,8183.08,-250.0,250.0,4
4406,5,2024-06-13,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
4407,5,2024-06-10,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
4408,1,2024-06-12,,CASH_BALANCE_BREAK,-1055.61,-2055.61,1000.0,1000.0,0
4409,2,2024-06-12,,CASH_BALANCE_BREAK,472.58,470.08,2.5,2.5,1
4410,1,2024-06-07,,CASH_BALANCE_BREAK,-1055.61,-2055.61,1000.0,1000.0,0
4411,6,2024-06-08,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
4412,2,2024-04-28,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
4413,2,2023-11-24,,CASH_BALANCE_BREAK,-556.12,-558.62,2.5,2.5,1
4414,1,2023-05-17,,CASH_BALANCE_BREAK,-2791.98,-3791.98,1000.0,1000.0,0
4415,5,2024-04-16,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
4416,5,2021-09-11,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
4417,1,2022-09-13,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
4418,2,2022-12-14,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
4419,6,2022-12-16,,CASH_BALANCE_BREAK,-1739.01,-1754.51,15.5,15.5,6
4420,2,2023-06-28,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
4421,5,2022-08-29,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
4422,5,2023-09-30,,CASH_BALANCE_BREAK,6363.5,6613.5,-250.0,250.0,4
4423,6,2023-09-30,,CASH_BALANCE_BREAK,-563.01,-578.51,15.5,15.5,6
4424,5,2024-01-30,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
4425,5,2023-08-27,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
4426,5,2024-02-20,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
4427,1,2024-03-06,,CASH_BALANCE_BREAK,-2093.25,-3093.25,1000.0,1000.0,0
4428,2,2024-03-06,,CASH_BALANCE_BREAK,-599.6,-602.1,2.5,2.5,1
4429,2,2024-01-08,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
4430,1,2021-01-06,,CASH_BALANCE_BREAK,-380.07,-1380.07,1000.0,1000.0,0
4431,6,2024-03-23,,CASH_BALANCE_BREAK,-78.73,-94.23,15.5,15.5,6
4432,1,2023-12-23,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4433,2,2024-02-25,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
4434,5,2021-12-23,,CASH_BALANCE_BREAK,1868.52,2118.52,-250.0,250.0,4
4435,2,2022-03-25,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
4436,1,2024-02-09,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4437,2,2023-03-14,,CASH_BALANCE_BREAK,-820.18,-822.68,2.5,2.5,1
4438,5,2022-08-11,,CASH_BALANCE_BREAK,4451.23,4701.23,-250.0,250.0,4
4439,5,2022-09-30,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
4440,1,2023-03-01,,CASH_BALANCE_BREAK,-1261.89,-2261.89,1000.0,1000.0,0
4441,6,2023-01-27,,CASH_BALANCE_BREAK,-1722.08,-1737.58,15.5,15.5,6
4442,1,2024-05-06,,CASH_BALANCE_BREAK,-449.81,-1449.81,1000.0,1000.0,0
4443,6,2024-02-12,,CASH_BALANCE_BREAK,-89.71,-105.21,15.5,15.5,6
4444,6,2024-04-08,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
4445,6,2024-04-24,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
4446,5,2023-03-02,,CASH_BALANCE_BREAK,5626.14,5876.14,-250.0,250.0,4
4447,5,2022-04-24,,CASH_BALANCE_BREAK,3198.78,3448.78,-250.0,250.0,4
4448,6,2022-04-24,,CASH_BALANCE_BREAK,-2440.99,-2456.49,15.5,15.5,6
4449,1,2024-03-01,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4450,1,2024-04-23,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
4451,1,2024-02-01,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
4452,1,2024-02-11,,CASH_BALANCE_BREAK,-1680.97,-2680.97,1000.0,1000.0,0
4453,1,2024-01-07,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
4454,6,2024-01-07,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
4455,4,2021-11-02,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4456,4,2022-01-03,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4457,4,2021-11-10,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4458,4,2021-07-27,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4459,4,2021-11-11,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4460,4,2021-06-05,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4461,4,2021-12-05,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4462,4,2021-07-30,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4463,4,2022-01-16,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4464,4,2021-12-07,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4465,4,2021-09-29,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4466,4,2021-08-05,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4467,4,2021-11-03,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4468,4,2021-06-20,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4469,4,2021-08-10,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4470,4,2021-12-10,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4471,4,2021-12-17,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4472,4,2022-01-19,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4473,4,2021-06-26,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4474,4,2021-10-13,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4475,4,2022-03-04,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4476,4,2021-10-23,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4477,4,2021-08-23,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4478,4,2022-03-26,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4479,4,2022-03-05,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4480,4,2022-04-27,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4481,4,2021-11-26,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4482,4,2022-07-02,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4483,4,2021-10-25,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4484,4,2022-07-09,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4485,4,2022-01-21,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4486,4,2022-05-04,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4487,4,2022-02-14,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4488,4,2022-06-10,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4489,4,2022-04-05,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4490,4,2022-05-02,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4491,4,2022-07-17,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4492,4,2022-05-25,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4493,4,2022-04-16,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4494,4,2021-10-31,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4495,4,2022-07-23,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
4496,4,2022-02-24,AAPL,SHARE_QUANTITY_BREAK,20.0,30.0,-10.0,1500.0,3
